date,province_state,country_region,cases,mortality
2020-03-26,,Ecuador,1403,34
2020-03-26,,Egypt,495,24
2020-03-26,,El Salvador,13,0
2020-03-26,,Equatorial Guinea,12,0
2020-03-26,,Eritrea,6,0
2020-03-26,,Estonia,538,1
2020-03-26,,Eswatini,6,0
2020-03-26,,Ethiopia,12,0
2020-03-26,,Fiji,5,0
2020-03-26,,Finland,958,5
2020-03-26,French Guiana,France,28,0
2020-03-26,French Polynesia,France,30,0
2020-03-26,Guadeloupe,France,73,1
2020-03-26,Mayotte,France,36,0
2020-03-26,New Caledonia,France,14,0
2020-03-26,Reunion,France,135,0
2020-03-26,Saint Barthelemy,France,3,0
2020-03-26,St Martin,France,11,0
2020-03-26,Martinique,France,66,1
2020-03-26,,France,29155,1696
2020-03-26,,Gabon,7,1
2020-03-26,,Gambia,3,1
2020-03-26,,Georgia,79,0
2020-03-26,,Germany,43938,267
2020-03-26,,Ghana,132,4
2020-03-26,,Greece,892,26
2020-03-26,,Guatemala,25,1
2020-03-26,,Guinea,4,0
2020-03-26,,Guyana,5,1
2020-03-26,,Haiti,8,0
2020-03-26,,Holy See,4,0
2020-03-26,,Honduras,52,1
2020-03-26,,Hungary,261,10
2020-03-26,,Iceland,802,2
2020-03-26,,India,727,20
2020-03-26,,Indonesia,893,78
2020-03-26,,Iran,29406,2234
2020-03-26,,Iraq,382,36
2020-03-26,,Ireland,1819,19
2020-03-26,,Israel,2693,8
2020-03-26,,Italy,80589,8215
2020-03-26,,Jamaica,26,1
2020-03-26,,Japan,1387,47
2020-03-26,,Jordan,212,0
2020-03-26,,Kazakhstan,111,1
2020-03-26,,Kenya,31,1
2020-03-26,,"Korea, South",9241,131
2020-03-26,,Kuwait,208,0
2020-03-26,,Kyrgyzstan,44,0
2020-03-26,,Latvia,244,0
2020-03-26,,Lebanon,368,6
2020-03-26,,Liberia,3,0
2020-03-26,,Liechtenstein,56,0
2020-03-26,,Lithuania,299,4
2020-03-26,,Luxembourg,1453,9
2020-03-26,,Madagascar,23,0
2020-03-26,,Malaysia,2031,23
2020-03-26,,Maldives,13,0
2020-03-26,,Malta,134,0
2020-03-26,,Mauritania,3,0
2020-03-26,,Mauritius,81,2
2020-03-26,,Mexico,585,8
2020-03-26,,Moldova,177,1
2020-03-26,,Monaco,33,0
2020-03-26,,Mongolia,11,0
2020-03-26,,Montenegro,69,1
2020-03-26,,Morocco,275,11
2020-03-26,,Namibia,8,0
2020-03-26,,Nepal,3,0
2020-03-26,Aruba,Netherlands,28,0
2020-03-26,Curacao,Netherlands,6,1
2020-03-26,Sint Maarten,Netherlands,3,0
2020-03-26,,Netherlands,7431,434
2020-03-26,,New Zealand,283,0
2020-03-26,,Nicaragua,2,0
2020-03-26,,Niger,10,1
2020-03-26,,Nigeria,65,1
2020-03-26,,North Macedonia,201,3
2020-03-26,,Norway,3369,14
2020-03-26,,Oman,109,0
2020-03-26,,Pakistan,1201,9
2020-03-26,,Panama,558,8
2020-03-26,,Papua New Guinea,1,0
2020-03-26,,Paraguay,41,3
2020-03-26,,Peru,580,9
2020-03-26,,Philippines,707,45
2020-03-26,,Poland,1221,16
2020-03-26,,Portugal,3544,60
2020-03-26,,Qatar,549,0
2020-03-26,,Romania,1029,23
2020-03-26,,Russia,840,3
2020-03-26,,Rwanda,50,0
2020-03-26,,Saint Lucia,3,0
2020-03-26,,Saint Vincent and the Grenadines,1,0
2020-03-26,,San Marino,208,21
2020-03-26,,Saudi Arabia,1012,3
2020-03-26,,Senegal,105,0
2020-03-26,,Serbia,384,1
2020-03-26,,Seychelles,7,0
2020-03-26,,Singapore,683,2
2020-03-26,,Slovakia,226,0
2020-03-26,,Slovenia,562,6
2020-03-26,,Somalia,2,0
2020-03-26,,South Africa,927,0
2020-03-26,,Spain,57786,4365
2020-03-26,,Sri Lanka,106,0
2020-03-26,,Sudan,3,1
2020-03-26,,Suriname,8,0
2020-03-26,,Sweden,2840,77
2020-03-26,,Switzerland,11811,191
2020-03-26,,Taiwan*,252,2
2020-03-26,,Tanzania,13,0
2020-03-26,,Thailand,1045,4
2020-03-26,,Togo,23,0
2020-03-26,,Trinidad and Tobago,65,1
2020-03-26,,Tunisia,197,6
2020-03-26,,Turkey,3629,75
2020-03-26,,Uganda,14,0
2020-03-26,,Ukraine,196,5
2020-03-26,,United Arab Emirates,333,2
2020-03-26,Bermuda,United Kingdom,15,0
2020-03-26,Cayman Islands,United Kingdom,8,1
2020-03-26,Channel Islands,United Kingdom,66,1
2020-03-26,Gibraltar,United Kingdom,35,0
2020-03-26,Isle of Man,United Kingdom,25,0
2020-03-26,Montserrat,United Kingdom,5,0
2020-03-26,,United Kingdom,11658,877
2020-03-26,,Uruguay,238,0
2020-03-26,,US,83836,1726
2020-03-26,,Uzbekistan,75,0
2020-03-26,,Venezuela,107,0
2020-03-26,,Vietnam,153,0
2020-03-26,,Zambia,16,0
2020-03-26,,Zimbabwe,3,1
2020-03-26,Diamond Princess,Canada,0,1
2020-03-26,,Dominica,11,0
2020-03-26,,Grenada,7,0
2020-03-26,,Mozambique,7,0
2020-03-26,,Syria,5,0
2020-03-26,,Timor-Leste,1,0
2020-03-26,,Belize,2,0
2020-03-26,,Laos,6,0
2020-03-26,,Libya,1,0
2020-03-26,,West Bank and Gaza,84,1
2020-03-26,,Guinea-Bissau,2,0
2020-03-26,,Mali,4,0
2020-03-26,,Saint Kitts and Nevis,2,0
2020-03-26,Northwest Territories,Canada,1,0
2020-03-26,Yukon,Canada,3,0
2020-03-26,,Kosovo,71,1
2020-03-26,,Burma,0,0
2020-03-26,Anguilla,United Kingdom,0,0
2020-03-26,British Virgin Islands,United Kingdom,0,0
2020-03-26,Turks and Caicos Islands,United Kingdom,0,0
2020-03-26,,MS Zaandam,0,0
2020-03-26,,Botswana,0,0
2020-03-26,,Burundi,0,0
2020-03-26,,Sierra Leone,0,0
2020-03-26,"Bonaire, Sint Eustatius and Saba",Netherlands,0,0
2020-03-26,,Malawi,0,0
2020-03-26,Falkland Islands (Malvinas),United Kingdom,0,0
2020-03-26,Saint Pierre and Miquelon,France,0,0
2020-03-26,,South Sudan,0,0
2020-03-26,,Western Sahara,0,0
2020-03-26,,Sao Tome and Principe,0,0
2020-03-26,,Yemen,0,0
2020-03-26,,Comoros,0,0
2020-03-26,,Tajikistan,0,0
2020-03-26,,Lesotho,0,0
2020-03-26,,Australia,2810,13
2020-03-26,,Canada,4042,38
2020-03-26,,China,81782,3291
2020-03-26,,Denmark,146,0
2020-03-26,Alabama,US,517,1
2020-03-26,Alaska,US,56,1
2020-03-26,American Samoa,US,0,0
2020-03-26,Arizona,US,508,8
2020-03-26,Arkansas,US,335,2
2020-03-26,California,US,3899,81
2020-03-26,Colorado,US,1430,19
2020-03-26,Connecticut,US,1012,21
2020-03-26,Delaware,US,130,1
2020-03-26,Diamond Princess,US,49,0
2020-03-26,District of Columbia,US,231,3
2020-03-26,Florida,US,2357,29
2020-03-26,Georgia,US,1525,48
2020-03-26,Grand Princess,US,28,1
2020-03-26,Guam,US,45,1
2020-03-26,Hawaii,US,95,0
2020-03-26,Idaho,US,146,3
2020-03-26,Illinois,US,2538,26
2020-03-26,Indiana,US,645,17
2020-03-26,Iowa,US,179,1
2020-03-26,Kansas,US,172,3
2020-03-26,Kentucky,US,247,5
2020-03-26,Louisiana,US,2304,83
2020-03-26,Maine,US,155,0
2020-03-26,Maryland,US,583,4
2020-03-26,Massachusetts,US,2417,25
2020-03-26,Michigan,US,2845,61
2020-03-26,Minnesota,US,344,2
2020-03-26,Mississippi,US,485,6
2020-03-26,Missouri,US,520,9
2020-03-26,Montana,US,90,0
2020-03-26,Nebraska,US,74,0
2020-03-26,Nevada,US,420,10
2020-03-26,New Hampshire,US,137,1
2020-03-26,New Jersey,US,6876,81
2020-03-26,New Mexico,US,113,1
2020-03-26,New York,US,37877,902
2020-03-26,North Carolina,US,738,3
2020-03-26,North Dakota,US,51,0
2020-03-26,Northern Mariana Islands,US,0,0
2020-03-26,Ohio,US,868,15
2020-03-26,Oklahoma,US,248,7
2020-03-26,Oregon,US,316,11
2020-03-26,Pennsylvania,US,1795,18
2020-03-26,Puerto Rico,US,64,2
2020-03-26,Rhode Island,US,165,0
2020-03-26,South Carolina,US,424,9
2020-03-26,South Dakota,US,46,1
2020-03-26,Tennessee,US,1097,3
2020-03-26,Texas,US,1563,21
2020-03-26,Utah,US,396,1
2020-03-26,Vermont,US,158,9
2020-03-26,Virgin Islands,US,17,0
2020-03-26,Virginia,US,466,10
2020-03-26,Washington,US,3207,150
2020-03-26,West Virginia,US,52,0
2020-03-26,Wisconsin,US,728,10
2020-03-26,Wyoming,US,53,0
2020-03-27,,Afghanistan,110,4
2020-03-27,,Albania,186,8
2020-03-27,,Algeria,409,26
2020-03-27,,Andorra,267,3
2020-03-27,,Angola,4,0
2020-03-27,,Antigua and Barbuda,7,0
2020-03-27,,Argentina,589,13
2020-03-27,,Armenia,329,1
2020-03-27,Australian Capital Territory,Australia,62,0
2020-03-27,New South Wales,Australia,1405,7
2020-03-27,Northern Territory,Australia,12,0
2020-03-27,Queensland,Australia,555,1
2020-03-27,South Australia,Australia,257,0
2020-03-27,Tasmania,Australia,47,0
2020-03-27,Victoria,Australia,574,3
2020-03-27,Western Australia,Australia,231,2
2020-03-27,,Austria,7657,58
2020-03-27,,Azerbaijan,165,3
2020-03-27,,Bahamas,10,0
2020-03-27,,Bahrain,466,4
2020-03-27,,Bangladesh,48,5
2020-03-27,,Barbados,24,0
2020-03-27,,Belarus,94,0
2020-03-27,,Belgium,7284,289
2020-03-27,,Benin,6,0
2020-03-27,,Bhutan,3,0
2020-03-27,,Bolivia,61,0
2020-03-27,,Bosnia and Herzegovina,237,4
2020-03-27,,Brazil,3417,92
2020-03-27,,Brunei,115,0
2020-03-27,,Bulgaria,293,3
2020-03-27,,Burkina Faso,180,9
2020-03-27,,Cabo Verde,5,1
2020-03-27,,Cambodia,99,0
2020-03-27,,Cameroon,91,2
2020-03-27,Alberta,Canada,542,2
2020-03-27,British Columbia,Canada,725,14
2020-03-27,Grand Princess,Canada,13,0
2020-03-27,Manitoba,Canada,39,1
2020-03-27,New Brunswick,Canada,45,0
2020-03-27,Newfoundland and Labrador,Canada,102,0
2020-03-27,Nova Scotia,Canada,90,0
2020-03-27,Ontario,Canada,994,18
2020-03-27,Prince Edward Island,Canada,9,0
2020-03-27,Quebec,Canada,2024,18
2020-03-27,Saskatchewan,Canada,95,0
2020-03-27,,Central African Republic,3,0
2020-03-27,,Chad,3,0
2020-03-27,,Chile,1610,5
2020-03-27,Anhui,China,990,6
2020-03-27,Beijing,China,569,8
2020-03-27,Chongqing,China,578,6
2020-03-27,Fujian,China,331,1
2020-03-27,Gansu,China,136,2
2020-03-27,Guangdong,China,1456,8
2020-03-27,Guangxi,China,254,2
2020-03-27,Guizhou,China,146,2
2020-03-27,Hainan,China,168,6
2020-03-27,Hebei,China,319,6
2020-03-27,Heilongjiang,China,484,13
2020-03-27,Henan,China,1275,22
2020-03-27,Hong Kong,China,519,4
2020-03-27,Hubei,China,67801,3174
2020-03-27,Hunan,China,1018,4
2020-03-27,Inner Mongolia,China,92,1
2020-03-27,Jiangsu,China,641,0
2020-03-27,Jiangxi,China,936,1
2020-03-27,Jilin,China,95,1
2020-03-27,Liaoning,China,128,2
2020-03-27,Macau,China,33,0
2020-03-27,Ningxia,China,75,0
2020-03-27,Qinghai,China,18,0
2020-03-27,Shaanxi,China,253,3
2020-03-27,Shandong,China,772,7
2020-03-27,Shanghai,China,468,5
2020-03-27,Shanxi,China,135,0
2020-03-27,Sichuan,China,548,3
2020-03-27,Tianjin,China,155,3
2020-03-27,Tibet,China,1,0
2020-03-27,Xinjiang,China,76,3
2020-03-27,Yunnan,China,180,2
2020-03-27,Zhejiang,China,1247,1
2020-03-27,,Colombia,539,6
2020-03-27,,Congo (Brazzaville),4,0
2020-03-27,,Congo (Kinshasa),51,3
2020-03-27,,Costa Rica,263,2
2020-03-27,,Cote d'Ivoire,101,0
2020-03-27,,Croatia,586,3
2020-03-27,,Diamond Princess,712,10
2020-03-27,,Cuba,80,2
2020-03-27,,Cyprus,162,5
2020-03-27,,Czechia,2279,9
2020-03-27,Faroe Islands,Denmark,144,0
2020-03-27,Greenland,Denmark,10,0
2020-03-27,,Denmark,2046,52
2020-03-27,,Djibouti,12,0
2020-03-27,,Dominican Republic,581,20
2020-03-27,,Ecuador,1595,36
2020-03-27,,Egypt,536,30
2020-03-27,,El Salvador,13,0
2020-03-27,,Equatorial Guinea,12,0
2020-03-27,,Eritrea,6,0
2020-03-27,,Estonia,575,1
2020-03-27,,Eswatini,9,0
2020-03-27,,Ethiopia,16,0
2020-03-27,,Fiji,5,0
2020-03-27,,Finland,1041,7
2020-03-27,French Guiana,France,28,0
2020-03-27,French Polynesia,France,30,0
2020-03-27,Guadeloupe,France,73,1
2020-03-27,Mayotte,France,50,0
2020-03-27,New Caledonia,France,15,0
2020-03-27,Reunion,France,145,0
2020-03-27,Saint Barthelemy,France,5,0
2020-03-27,St Martin,France,11,0
2020-03-27,Martinique,France,81,1
2020-03-27,,France,32964,1995
2020-03-27,,Gabon,7,1
2020-03-27,,Gambia,3,1
2020-03-27,,Georgia,83,0
2020-03-27,,Germany,50871,342
2020-03-27,,Ghana,137,4
2020-03-27,,Greece,966,28
2020-03-27,,Guatemala,28,1
2020-03-27,,Guinea,8,0
2020-03-27,,Guyana,5,1
2020-03-27,,Haiti,8,0
2020-03-27,,Holy See,4,0
2020-03-27,,Honduras,68,1
2020-03-27,,Hungary,300,10
2020-03-27,,Iceland,890,2
2020-03-27,,India,887,20
2020-03-27,,Indonesia,1046,87
2020-03-27,,Iran,32332,2378
2020-03-27,,Iraq,458,40
2020-03-27,,Ireland,2121,22
2020-03-27,,Israel,3035,12
2020-03-27,,Italy,86498,9134
2020-03-27,,Jamaica,26,1
2020-03-27,,Japan,1468,49
2020-03-27,,Jordan,235,1
2020-03-27,,Kazakhstan,150,1
2020-03-27,,Kenya,31,1
2020-03-27,,"Korea, South",9332,139
2020-03-27,,Kuwait,225,0
2020-03-27,,Kyrgyzstan,58,0
2020-03-27,,Latvia,280,0
2020-03-27,,Lebanon,391,8
2020-03-27,,Liberia,3,0
2020-03-27,,Liechtenstein,56,0
2020-03-27,,Lithuania,358,5
2020-03-27,,Luxembourg,1605,15
2020-03-27,,Madagascar,26,0
2020-03-27,,Malaysia,2161,26
2020-03-27,,Maldives,16,0
2020-03-27,,Malta,139,0
2020-03-27,,Mauritania,3,0
2020-03-27,,Mauritius,94,2
2020-03-27,,Mexico,717,12
2020-03-27,,Moldova,199,2
2020-03-27,,Monaco,42,0
2020-03-27,,Mongolia,11,0
2020-03-27,,Montenegro,82,1
2020-03-27,,Morocco,345,23
2020-03-27,,Namibia,8,0
2020-03-27,,Nepal,4,0
2020-03-27,Aruba,Netherlands,33,0
2020-03-27,Curacao,Netherlands,8,1
2020-03-27,Sint Maarten,Netherlands,3,0
2020-03-27,,Netherlands,8603,546
2020-03-27,,New Zealand,368,0
2020-03-27,,Nicaragua,2,1
2020-03-27,,Niger,10,1
2020-03-27,,Nigeria,70,1
2020-03-27,,North Macedonia,219,3
2020-03-27,,Norway,3755,19
2020-03-27,,Oman,131,0
2020-03-27,,Pakistan,1373,11
2020-03-27,,Panama,674,9
2020-03-27,,Papua New Guinea,1,0
2020-03-27,,Paraguay,52,3
2020-03-27,,Peru,635,11
2020-03-27,,Philippines,803,54
2020-03-27,,Poland,1389,16
2020-03-27,,Portugal,4268,76
2020-03-27,,Qatar,562,0
2020-03-27,,Romania,1292,26
2020-03-27,,Russia,1036,4
2020-03-27,,Rwanda,54,0
2020-03-27,,Saint Lucia,3,0
2020-03-27,,Saint Vincent and the Grenadines,1,0
2020-03-27,,San Marino,223,21
2020-03-27,,Saudi Arabia,1104,3
2020-03-27,,Senegal,119,0
2020-03-27,,Serbia,457,1
2020-03-27,,Seychelles,7,0
2020-03-27,,Singapore,732,2
2020-03-27,,Slovakia,269,0
2020-03-27,,Slovenia,632,9
2020-03-27,,Somalia,3,0
2020-03-27,,South Africa,1170,1
2020-03-27,,Spain,65719,5138
2020-03-27,,Sri Lanka,106,0
2020-03-27,,Sudan,3,1
2020-03-27,,Suriname,8,0
2020-03-27,,Sweden,3069,105
2020-03-27,,Switzerland,12928,231
2020-03-27,,Taiwan*,267,2
2020-03-27,,Tanzania,13,0
2020-03-27,,Thailand,1136,5
2020-03-27,,Togo,25,1
2020-03-27,,Trinidad and Tobago,66,2
2020-03-27,,Tunisia,227,6
2020-03-27,,Turkey,5698,92
2020-03-27,,Uganda,23,0
2020-03-27,,Ukraine,310,5
2020-03-27,,United Arab Emirates,405,2
2020-03-27,Bermuda,United Kingdom,17,0
2020-03-27,Cayman Islands,United Kingdom,8,1
2020-03-27,Channel Islands,United Kingdom,88,1
2020-03-27,Gibraltar,United Kingdom,55,0
2020-03-27,Isle of Man,United Kingdom,29,0
2020-03-27,Montserrat,United Kingdom,5,0
2020-03-27,,United Kingdom,14543,1161
2020-03-27,,Uruguay,274,0
2020-03-27,,US,101657,2265
2020-03-27,,Uzbekistan,88,1
2020-03-27,,Venezuela,107,1
2020-03-27,,Vietnam,163,0
2020-03-27,,Zambia,22,0
2020-03-27,,Zimbabwe,5,1
2020-03-27,Diamond Princess,Canada,0,1
2020-03-27,,Dominica,11,0
2020-03-27,,Grenada,7,0
2020-03-27,,Mozambique,7,0
2020-03-27,,Syria,5,0
2020-03-27,,Timor-Leste,1,0
2020-03-27,,Belize,2,0
2020-03-27,,Laos,6,0
2020-03-27,,Libya,1,0
2020-03-27,,West Bank and Gaza,91,1
2020-03-27,,Guinea-Bissau,2,0
2020-03-27,,Mali,11,0
2020-03-27,,Saint Kitts and Nevis,2,0
2020-03-27,Northwest Territories,Canada,1,0
2020-03-27,Yukon,Canada,3,0
2020-03-27,,Kosovo,86,1
2020-03-27,,Burma,8,0
2020-03-27,Anguilla,United Kingdom,0,0
2020-03-27,British Virgin Islands,United Kingdom,0,0
2020-03-27,Turks and Caicos Islands,United Kingdom,0,0
2020-03-27,,MS Zaandam,0,0
2020-03-27,,Botswana,0,0
2020-03-27,,Burundi,0,0
2020-03-27,,Sierra Leone,0,0
2020-03-27,"Bonaire, Sint Eustatius and Saba",Netherlands,0,0
2020-03-27,,Malawi,0,0
2020-03-27,Falkland Islands (Malvinas),United Kingdom,0,0
2020-03-27,Saint Pierre and Miquelon,France,0,0
2020-03-27,,South Sudan,0,0
2020-03-27,,Western Sahara,0,0
2020-03-27,,Sao Tome and Principe,0,0
2020-03-27,,Yemen,0,0
2020-03-27,,Comoros,0,0
2020-03-27,,Tajikistan,0,0
2020-03-27,,Lesotho,0,0
2020-03-27,,Australia,3143,13
2020-03-27,,Canada,4682,54
2020-03-27,,China,81897,3296
2020-03-27,,Denmark,154,0
2020-03-27,Alabama,US,587,4
2020-03-27,Alaska,US,58,1
2020-03-27,American Samoa,US,0,0
2020-03-27,Arizona,US,665,13
2020-03-27,Arkansas,US,381,3
2020-03-27,California,US,4657,94
2020-03-27,Colorado,US,1433,27
2020-03-27,Connecticut,US,1291,27
2020-03-27,Delaware,US,163,2
2020-03-27,Diamond Princess,US,49,0
2020-03-27,District of Columbia,US,271,3
2020-03-27,Florida,US,2900,35
2020-03-27,Georgia,US,2000,64
2020-03-27,Grand Princess,US,28,3
2020-03-27,Guam,US,51,1
2020-03-27,Hawaii,US,106,0
2020-03-27,Idaho,US,205,3
2020-03-27,Illinois,US,3024,34
2020-03-27,Indiana,US,979,25
2020-03-27,Iowa,US,235,3
2020-03-27,Kansas,US,206,4
2020-03-27,Kentucky,US,301,7
2020-03-27,Louisiana,US,2744,119
2020-03-27,Maine,US,168,1
2020-03-27,Maryland,US,775,5
2020-03-27,Massachusetts,US,3240,35
2020-03-27,Michigan,US,3634,92
2020-03-27,Minnesota,US,396,4
2020-03-27,Mississippi,US,579,8
2020-03-27,Missouri,US,666,9
2020-03-27,Montana,US,109,1
2020-03-27,Nebraska,US,82,0
2020-03-27,Nevada,US,536,10
2020-03-27,New Hampshire,US,158,1
2020-03-27,New Jersey,US,8825,108
2020-03-27,New Mexico,US,136,1
2020-03-27,New York,US,44876,1211
2020-03-27,North Carolina,US,887,4
2020-03-27,North Dakota,US,68,1
2020-03-27,Northern Mariana Islands,US,0,0
2020-03-27,Ohio,US,1137,19
2020-03-27,Oklahoma,US,322,8
2020-03-27,Oregon,US,416,12
2020-03-27,Pennsylvania,US,2345,22
2020-03-27,Puerto Rico,US,79,3
2020-03-27,Rhode Island,US,203,0
2020-03-27,South Carolina,US,542,13
2020-03-27,South Dakota,US,58,1
2020-03-27,Tennessee,US,1318,6
2020-03-27,Texas,US,1937,26
2020-03-27,Utah,US,472,1
2020-03-27,Vermont,US,184,10
2020-03-27,Virgin Islands,US,19,0
2020-03-27,Virginia,US,607,10
2020-03-27,Washington,US,3477,157
2020-03-27,West Virginia,US,76,0
2020-03-27,Wisconsin,US,926,14
2020-03-27,Wyoming,US,70,0
2020-03-28,,Afghanistan,110,4
2020-03-28,,Albania,197,10
2020-03-28,,Algeria,454,29
2020-03-28,,Andorra,308,3
2020-03-28,,Angola,5,0
2020-03-28,,Antigua and Barbuda,7,0
2020-03-28,,Argentina,690,18
2020-03-28,,Armenia,407,1
2020-03-28,Australian Capital Territory,Australia,71,0
2020-03-28,New South Wales,Australia,1617,8
2020-03-28,Northern Territory,Australia,15,0
2020-03-28,Queensland,Australia,625,1
2020-03-28,South Australia,Australia,287,0
2020-03-28,Tasmania,Australia,62,0
2020-03-28,Victoria,Australia,685,3
2020-03-28,Western Australia,Australia,278,2
2020-03-28,,Austria,8271,68
2020-03-28,,Azerbaijan,182,4
2020-03-28,,Bahamas,10,0
2020-03-28,,Bahrain,476,4
2020-03-28,,Bangladesh,48,5
2020-03-28,,Barbados,26,0
2020-03-28,,Belarus,94,0
2020-03-28,,Belgium,9134,353
2020-03-28,,Benin,6,0
2020-03-28,,Bhutan,3,0
2020-03-28,,Bolivia,74,0
2020-03-28,,Bosnia and Herzegovina,258,5
2020-03-28,,Brazil,3904,111
2020-03-28,,Brunei,120,1
2020-03-28,,Bulgaria,331,7
2020-03-28,,Burkina Faso,207,11
2020-03-28,,Cabo Verde,5,1
2020-03-28,,Cambodia,99,0
2020-03-28,,Cameroon,91,2
2020-03-28,Alberta,Canada,542,2
2020-03-28,British Columbia,Canada,884,17
2020-03-28,Grand Princess,Canada,13,0
2020-03-28,Manitoba,Canada,64,1
2020-03-28,New Brunswick,Canada,51,0
2020-03-28,Newfoundland and Labrador,Canada,120,0
2020-03-28,Nova Scotia,Canada,110,0
2020-03-28,Ontario,Canada,1144,18
2020-03-28,Prince Edward Island,Canada,11,0
2020-03-28,Quebec,Canada,2498,22
2020-03-28,Saskatchewan,Canada,134,0
2020-03-28,,Central African Republic,3,0
2020-03-28,,Chad,3,0
2020-03-28,,Chile,1909,6
2020-03-28,Anhui,China,990,6
2020-03-28,Beijing,China,573,8
2020-03-28,Chongqing,China,578,6
2020-03-28,Fujian,China,337,1
2020-03-28,Gansu,China,136,2
2020-03-28,Guangdong,China,1467,8
2020-03-28,Guangxi,China,254,2
2020-03-28,Guizhou,China,146,2
2020-03-28,Hainan,China,168,6
2020-03-28,Hebei,China,319,6
2020-03-28,Heilongjiang,China,484,13
2020-03-28,Henan,China,1275,22
2020-03-28,Hong Kong,China,561,4
2020-03-28,Hubei,China,67801,3177
2020-03-28,Hunan,China,1018,4
2020-03-28,Inner Mongolia,China,94,1
2020-03-28,Jiangsu,China,641,0
2020-03-28,Jiangxi,China,936,1
2020-03-28,Jilin,China,97,1
2020-03-28,Liaoning,China,132,2
2020-03-28,Macau,China,37,0
2020-03-28,Ningxia,China,75,0
2020-03-28,Qinghai,China,18,0
2020-03-28,Shaanxi,China,253,3
2020-03-28,Shandong,China,772,7
2020-03-28,Shanghai,China,485,5
2020-03-28,Shanxi,China,135,0
2020-03-28,Sichuan,China,548,3
2020-03-28,Tianjin,China,161,3
2020-03-28,Tibet,China,1,0
2020-03-28,Xinjiang,China,76,3
2020-03-28,Yunnan,China,180,2
2020-03-28,Zhejiang,China,1251,1
2020-03-28,,Colombia,608,6
2020-03-28,,Congo (Brazzaville),4,0
2020-03-28,,Congo (Kinshasa),65,6
2020-03-28,,Costa Rica,295,2
2020-03-28,,Cote d'Ivoire,101,0
2020-03-28,,Croatia,657,5
2020-03-28,,Diamond Princess,712,10
2020-03-28,,Cuba,119,3
2020-03-28,,Cyprus,179,5
2020-03-28,,Czechia,2631,11
2020-03-28,Faroe Islands,Denmark,155,0
2020-03-28,Greenland,Denmark,10,0
2020-03-28,,Denmark,2201,65
2020-03-28,,Djibouti,14,0
2020-03-28,,Dominican Republic,719,28
2020-03-28,,Ecuador,1823,48
2020-03-28,,Egypt,576,36
2020-03-28,,El Salvador,19,0
2020-03-28,,Equatorial Guinea,12,0
2020-03-28,,Eritrea,6,0
2020-03-28,,Estonia,645,1
2020-03-28,,Eswatini,9,0
2020-03-28,,Ethiopia,16,0
2020-03-28,,Fiji,5,0
2020-03-28,,Finland,1167,9
2020-03-28,French Guiana,France,28,0
2020-03-28,French Polynesia,France,30,0
2020-03-28,Guadeloupe,France,102,2
2020-03-28,Mayotte,France,63,0
2020-03-28,New Caledonia,France,15,0
2020-03-28,Reunion,France,183,0
2020-03-28,Saint Barthelemy,France,5,0
2020-03-28,St Martin,France,11,0
2020-03-28,Martinique,France,93,1
2020-03-28,,France,37575,2314
2020-03-28,,Gabon,7,1
2020-03-28,,Gambia,3,1
2020-03-28,,Georgia,90,0
2020-03-28,,Germany,57695,433
2020-03-28,,Ghana,141,5
2020-03-28,,Greece,1061,32
2020-03-28,,Guatemala,34,1
2020-03-28,,Guinea,8,0
2020-03-28,,Guyana,8,1
2020-03-28,,Haiti,8,0
2020-03-28,,Holy See,6,0
2020-03-28,,Honduras,95,1
2020-03-28,,Hungary,343,11
2020-03-28,,Iceland,963,2
2020-03-28,,India,987,24
2020-03-28,,Indonesia,1155,102
2020-03-28,,Iran,35408,2517
2020-03-28,,Iraq,506,42
2020-03-28,,Ireland,2415,36
2020-03-28,,Israel,3619,12
2020-03-28,,Italy,92472,10023
2020-03-28,,Jamaica,30,1
2020-03-28,,Japan,1693,52
2020-03-28,,Jordan,246,1
2020-03-28,,Kazakhstan,228,1
2020-03-28,,Kenya,38,1
2020-03-28,,"Korea, South",9478,144
2020-03-28,,Kuwait,235,0
2020-03-28,,Kyrgyzstan,58,0
2020-03-28,,Latvia,305,0
2020-03-28,,Lebanon,412,8
2020-03-28,,Liberia,3,0
2020-03-28,,Liechtenstein,56,0
2020-03-28,,Lithuania,394,7
2020-03-28,,Luxembourg,1831,18
2020-03-28,,Madagascar,26,0
2020-03-28,,Malaysia,2320,27
2020-03-28,,Maldives,16,0
2020-03-28,,Malta,149,0
2020-03-28,,Mauritania,5,0
2020-03-28,,Mauritius,102,2
2020-03-28,,Mexico,848,16
2020-03-28,,Moldova,231,2
2020-03-28,,Monaco,42,0
2020-03-28,,Mongolia,12,0
2020-03-28,,Montenegro,84,1
2020-03-28,,Morocco,402,25
2020-03-28,,Namibia,8,0
2020-03-28,,Nepal,5,0
2020-03-28,Aruba,Netherlands,46,0
2020-03-28,Curacao,Netherlands,8,1
2020-03-28,Sint Maarten,Netherlands,3,0
2020-03-28,,Netherlands,9762,639
2020-03-28,,New Zealand,451,0
2020-03-28,,Nicaragua,4,1
2020-03-28,,Niger,10,1
2020-03-28,,Nigeria,89,1
2020-03-28,,North Macedonia,241,4
2020-03-28,,Norway,4015,23
2020-03-28,,Oman,152,0
2020-03-28,,Pakistan,1495,12
2020-03-28,,Panama,786,14
