province_state,county,inflection_result,inflection_date,slope_max,trust_index
Indiana,Madison,1,2020-04-17,3.4000000000000004,1.0
Indiana,Marion,1,2020-05-01,19.0,0.1
Indiana,Marshall,-1,,,
Indiana,Martin,-1,,,
Indiana,Miami,-1,,,
Indiana,Monroe,-1,,,
Indiana,Montgomery,-1,,,
Indiana,Morgan,-1,,,
Indiana,Newton,-1,,,
Indiana,Noble,1,2020-04-29,1.4000000000000001,0.3
Indiana,Ohio,-1,,,
Indiana,Orange,1,2020-04-27,0.9,0.5
Indiana,Owen,-1,,,
Indiana,Parke,-1,,,
Indiana,Perry,-1,,,
Indiana,Pike,-1,,,
Indiana,Porter,-1,,,
Indiana,Posey,-1,,,
Indiana,Pulaski,-1,,,
Indiana,Putnam,-1,,,
Indiana,Randolph,-1,,,
Indiana,Ripley,-1,,,
Indiana,Rush,-1,,,
Indiana,St. Joseph,1,2020-04-28,1.4000000000000001,0.4
Indiana,Scott,-1,,,
Indiana,Shelby,1,2020-04-29,1.6,0.3
Indiana,Spencer,-1,,,
Indiana,Starke,-1,,,
Indiana,Steuben,-1,,,
Indiana,Sullivan,-1,,,
Indiana,Switzerland,-1,,,
Indiana,Tippecanoe,-1,,,
Indiana,Tipton,-1,,,
Indiana,Union,-1,,,
Indiana,Vanderburgh,-1,,,
Indiana,Vermillion,-1,,,
Indiana,Vigo,-1,,,
Indiana,Wabash,-1,,,
Indiana,Warren,-1,,,
Indiana,Warrick,1,2020-04-24,1.8,0.8
Indiana,Washington,-1,,,
Indiana,Wayne,-1,,,
Indiana,Wells,-1,,,
Indiana,White,-1,,,
Indiana,Whitley,-1,,,
Indiana,Out of IN,-1,,,
Iowa,Adair,-1,,,
Iowa,Adams,-1,,,
Iowa,Allamakee,-1,,,
Iowa,Appanoose,-1,,,
Iowa,Audubon,-1,,,
Iowa,Benton,-1,,,
Iowa,Black Hawk,1,2020-04-27,1.5999999999999999,0.5
Iowa,Boone,-1,,,
Iowa,Bremer,-1,,,
Iowa,Buchanan,-1,,,
Iowa,Buena Vista,-1,,,
Iowa,Butler,-1,,,
Iowa,Calhoun,-1,,,
Iowa,Carroll,-1,,,
Iowa,Cass,-1,,,
Iowa,Cedar,-1,,,
Iowa,Cerro Gordo,-1,,,
Iowa,Cherokee,-1,,,
Iowa,Chickasaw,-1,,,
Iowa,Clarke,-1,,,
Iowa,Clay,-1,,,
Iowa,Clayton,-1,,,
Iowa,Clinton,-1,,,
Iowa,Crawford,-1,,,
Iowa,Dallas,-1,,,
Iowa,Davis,-1,,,
Iowa,Decatur,-1,,,
Iowa,Delaware,-1,,,
Iowa,Des Moines,-1,,,
Iowa,Dickinson,-1,,,
Iowa,Dubuque,-1,,,
Iowa,Emmet,-1,,,
Iowa,Fayette,-1,,,
Iowa,Floyd,-1,,,
Iowa,Franklin,-1,,,
Iowa,Fremont,-1,,,
Iowa,Greene,-1,,,
Iowa,Grundy,-1,,,
Iowa,Guthrie,-1,,,
Iowa,Hamilton,-1,,,
Iowa,Hancock,-1,,,
Iowa,Hardin,-1,,,
Iowa,Harrison,-1,,,
Iowa,Henry,-1,,,
Iowa,Howard,-1,,,
Iowa,Humboldt,-1,,,
Iowa,Ida,-1,,,
Iowa,Iowa,-1,,,
Iowa,Jackson,-1,,,
Iowa,Jasper,-1,,,
Iowa,Jefferson,-1,,,
Iowa,Johnson,-1,,,
Iowa,Jones,-1,,,
Iowa,Keokuk,-1,,,
Iowa,Kossuth,-1,,,
Iowa,Lee,-1,,,
Iowa,Linn,1,2020-05-01,2.9000000000000004,0.1
Iowa,Louisa,-1,,,
Iowa,Lucas,-1,,,
Iowa,Lyon,-1,,,
Iowa,Madison,-1,,,
Iowa,Mahaska,-1,,,
Iowa,Marion,-1,,,
Iowa,Marshall,-1,,,
Iowa,Mills,-1,,,
Iowa,Mitchell,-1,,,
Iowa,Monona,-1,,,
Iowa,Monroe,-1,,,
Iowa,Montgomery,-1,,,
Iowa,Muscatine,1,2020-05-01,2.4000000000000004,0.1
Iowa,O'Brien,-1,,,
Iowa,Osceola,-1,,,
Iowa,Page,-1,,,
Iowa,Palo Alto,-1,,,
Iowa,Plymouth,-1,,,
Iowa,Pocahontas,-1,,,
Iowa,Polk,1,2020-04-30,2.7,0.2
Iowa,Pottawattamie,-1,,,
Iowa,Poweshiek,-1,,,
Iowa,Ringgold,-1,,,
Iowa,Sac,-1,,,
Iowa,Scott,-1,,,
Iowa,Shelby,-1,,,
Iowa,Sioux,-1,,,
Iowa,Story,-1,,,
Iowa,Tama,-1,,,
Iowa,Taylor,-1,,,
Iowa,Union,-1,,,
Iowa,Van Buren,-1,,,
Iowa,Wapello,-1,,,
Iowa,Warren,-1,,,
Iowa,Washington,-1,,,
Iowa,Wayne,-1,,,
Iowa,Webster,-1,,,
Iowa,Winnebago,-1,,,
Iowa,Winneshiek,-1,,,
Iowa,Woodbury,-1,,,
Iowa,Worth,-1,,,
Iowa,Wright,-1,,,
Iowa,Out of IA,-1,,,
Kansas,Allen,-1,,,
Kansas,Anderson,-1,,,
Kansas,Atchison,-1,,,
Kansas,Barber,-1,,,
Kansas,Barton,-1,,,
Kansas,Bourbon,-1,,,
Kansas,Brown,-1,,,
Kansas,Butler,-1,,,
Kansas,Chase,-1,,,
Kansas,Chautauqua,-1,,,
Kansas,Cherokee,-1,,,
Kansas,Cheyenne,-1,,,
Kansas,Clark,-1,,,
Kansas,Clay,-1,,,
Kansas,Cloud,-1,,,
Kansas,Coffey,-1,,,
Kansas,Comanche,-1,,,
Kansas,Cowley,-1,,,
Kansas,Crawford,-1,,,
Kansas,Decatur,-1,,,
Kansas,Dickinson,-1,,,
Kansas,Doniphan,-1,,,
Kansas,Douglas,-1,,,
Kansas,Edwards,-1,,,
Kansas,Elk,-1,,,
Kansas,Ellis,-1,,,
Kansas,Ellsworth,-1,,,
Kansas,Finney,-1,,,
Kansas,Ford,-1,,,
Kansas,Franklin,-1,,,
Kansas,Geary,-1,,,
Kansas,Gove,-1,,,
Kansas,Graham,-1,,,
Kansas,Grant,-1,,,
Kansas,Gray,-1,,,
Kansas,Greeley,-1,,,
Kansas,Greenwood,-1,,,
Kansas,Hamilton,-1,,,
Kansas,Harper,-1,,,
Kansas,Harvey,-1,,,
Kansas,Haskell,-1,,,
Kansas,Hodgeman,-1,,,
Kansas,Jackson,-1,,,
Kansas,Jefferson,-1,,,
Kansas,Jewell,-1,,,
Kansas,Johnson,1,2020-04-21,2.9000000000000004,1.0
Kansas,Kearny,-1,,,
Kansas,Kingman,-1,,,
Kansas,Kiowa,-1,,,
Kansas,Labette,-1,,,
Kansas,Lane,-1,,,
Kansas,Leavenworth,-1,,,
Kansas,Lincoln,-1,,,
Kansas,Linn,-1,,,
Kansas,Logan,-1,,,
Kansas,Lyon,-1,,,
Kansas,McPherson,-1,,,
Kansas,Marion,-1,,,
Kansas,Marshall,-1,,,
Kansas,Meade,-1,,,
Kansas,Miami,-1,,,
Kansas,Mitchell,-1,,,
Kansas,Montgomery,-1,,,
Kansas,Morris,-1,,,
Kansas,Morton,-1,,,
Kansas,Nemaha,-1,,,
Kansas,Neosho,-1,,,
Kansas,Ness,-1,,,
Kansas,Norton,-1,,,
Kansas,Osage,-1,,,
Kansas,Osborne,-1,,,
Kansas,Ottawa,-1,,,
Kansas,Pawnee,-1,,,
Kansas,Phillips,-1,,,
Kansas,Pottawatomie,-1,,,
Kansas,Pratt,-1,,,
Kansas,Rawlins,-1,,,
Kansas,Reno,-1,,,
Kansas,Republic,-1,,,
Kansas,Rice,-1,,,
Kansas,Riley,-1,,,
Kansas,Rooks,-1,,,
Kansas,Rush,-1,,,
Kansas,Russell,-1,,,
Kansas,Saline,-1,,,
Kansas,Scott,-1,,,
Kansas,Sedgwick,0,,,
Kansas,Seward,-1,,,
Kansas,Shawnee,-1,,,
Kansas,Sheridan,-1,,,
Kansas,Sherman,-1,,,
Kansas,Smith,-1,,,
Kansas,Stafford,-1,,,
Kansas,Stanton,-1,,,
Kansas,Stevens,-1,,,
Kansas,Sumner,-1,,,
Kansas,Thomas,-1,,,
Kansas,Trego,-1,,,
Kansas,Wabaunsee,-1,,,
Kansas,Wallace,-1,,,
Kansas,Washington,-1,,,
Kansas,Wichita,-1,,,
Kansas,Wilson,-1,,,
Kansas,Woodson,-1,,,
Kansas,Wyandotte,1,2020-04-14,4.2,1.0
Kansas,Out of KS,-1,,,
Kentucky,Adair,1,2020-04-26,1.2000000000000002,0.6
Kentucky,Allen,-1,,,
Kentucky,Anderson,-1,,,
Kentucky,Ballard,-1,,,
Kentucky,Barren,-1,,,
Kentucky,Bath,-1,,,
Kentucky,Bell,-1,,,
Kentucky,Boone,-1,,,
Kentucky,Bourbon,-1,,,
Kentucky,Boyd,-1,,,
Kentucky,Boyle,-1,,,
Kentucky,Bracken,-1,,,
Kentucky,Breathitt,-1,,,
Kentucky,Breckinridge,-1,,,
Kentucky,Bullitt,-1,,,
Kentucky,Butler,-1,,,
Kentucky,Caldwell,-1,,,
Kentucky,Calloway,-1,,,
Kentucky,Campbell,-1,,,
Kentucky,Carlisle,-1,,,
Kentucky,Carroll,-1,,,
Kentucky,Carter,-1,,,
Kentucky,Casey,-1,,,
Kentucky,Christian,-1,,,
Kentucky,Clark,-1,,,
Kentucky,Clay,-1,,,
Kentucky,Clinton,-1,,,
Kentucky,Crittenden,-1,,,
Kentucky,Cumberland,-1,,,
Kentucky,Daviess,-1,,,
Kentucky,Edmonson,-1,,,
Kentucky,Elliott,-1,,,
Kentucky,Estill,-1,,,
Kentucky,Fayette,-1,,,
Kentucky,Fleming,-1,,,
Kentucky,Floyd,-1,,,
Kentucky,Franklin,-1,,,
Kentucky,Fulton,-1,,,
Kentucky,Gallatin,-1,,,
Kentucky,Garrard,-1,,,
Kentucky,Grant,-1,,,
Kentucky,Graves,1,2020-04-24,1.5,0.8
Kentucky,Grayson,-1,,,
Kentucky,Green,-1,,,
Kentucky,Greenup,-1,,,
Kentucky,Hancock,-1,,,
Kentucky,Hardin,-1,,,
Kentucky,Harlan,-1,,,
Kentucky,Harrison,-1,,,
Kentucky,Hart,-1,,,
Kentucky,Henderson,-1,,,
Kentucky,Henry,-1,,,
Kentucky,Hickman,-1,,,
Kentucky,Hopkins,1,2020-04-22,2.2,1.0
Kentucky,Jackson,-1,,,
Kentucky,Jefferson,1,2020-04-16,6.4,1.0
Kentucky,Jessamine,-1,,,
Kentucky,Johnson,-1,,,
Kentucky,Kenton,1,2020-04-23,1.6,0.9
Kentucky,Knott,-1,,,
Kentucky,Knox,-1,,,
Kentucky,Larue,-1,,,
Kentucky,Laurel,-1,,,
Kentucky,Lawrence,-1,,,
Kentucky,Lee,-1,,,
Kentucky,Leslie,-1,,,
Kentucky,Letcher,-1,,,
Kentucky,Lewis,-1,,,
Kentucky,Lincoln,-1,,,
Kentucky,Livingston,-1,,,
Kentucky,Logan,-1,,,
Kentucky,Lyon,-1,,,
Kentucky,McCracken,-1,,,
Kentucky,McCreary,-1,,,
Kentucky,McLean,-1,,,
Kentucky,Madison,-1,,,
Kentucky,Magoffin,-1,,,
Kentucky,Marion,-1,,,
Kentucky,Marshall,-1,,,
Kentucky,Martin,-1,,,
Kentucky,Mason,-1,,,
Kentucky,Meade,-1,,,
Kentucky,Menifee,-1,,,
Kentucky,Mercer,-1,,,
Kentucky,Metcalfe,-1,,,
Kentucky,Monroe,-1,,,
Kentucky,Montgomery,-1,,,
Kentucky,Morgan,-1,,,
Kentucky,Muhlenberg,-1,,,
Kentucky,Nelson,-1,,,
Kentucky,Nicholas,-1,,,
Kentucky,Ohio,-1,,,
Kentucky,Oldham,-1,,,
Kentucky,Owen,-1,,,
Kentucky,Owsley,-1,,,
Kentucky,Pendleton,-1,,,
Kentucky,Perry,-1,,,
Kentucky,Pike,-1,,,
Kentucky,Powell,-1,,,
Kentucky,Pulaski,-1,,,
Kentucky,Robertson,-1,,,
Kentucky,Rockcastle,-1,,,
Kentucky,Rowan,-1,,,
Kentucky,Russell,-1,,,
Kentucky,Scott,-1,,,
Kentucky,Shelby,-1,,,
Kentucky,Simpson,-1,,,
Kentucky,Spencer,-1,,,
Kentucky,Taylor,-1,,,
Kentucky,Todd,-1,,,
Kentucky,Trigg,-1,,,
Kentucky,Trimble,-1,,,
Kentucky,Union,-1,,,
Kentucky,Warren,-1,,,
Kentucky,Washington,-1,,,
Kentucky,Wayne,-1,,,
Kentucky,Webster,-1,,,
Kentucky,Whitley,-1,,,
Kentucky,Wolfe,-1,,,
Kentucky,Woodford,-1,,,
Kentucky,Out of KY,-1,,,
Louisiana,Acadia,1,2020-04-12,0.7000000000000001,1.0
Louisiana,Allen,-1,,,
Louisiana,Ascension,1,2020-04-10,2.2,1.0
Louisiana,Assumption,-1,,,
Louisiana,Avoyelles,-1,,,
Louisiana,Beauregard,-1,,,
Louisiana,Bienville,1,2020-04-16,1.9000000000000001,1.0
Louisiana,Bossier,1,2020-04-09,1.1,1.0
Louisiana,Caddo,1,2020-04-21,5.800000000000001,1.0
Louisiana,Calcasieu,1,2020-04-13,2.5,1.0
Louisiana,Caldwell,-1,,,
Louisiana,Cameron,-1,,,
Louisiana,Catahoula,-1,,,
Louisiana,Claiborne,-1,,,
Louisiana,Concordia,-1,,,
Louisiana,De Soto,1,2020-04-08,1.1,1.0
Louisiana,East Baton Rouge,1,2020-04-24,8.0,0.8
Louisiana,East Carroll,-1,,,
Louisiana,East Feliciana,1,2020-04-16,1.5,1.0
Louisiana,Evangeline,-1,,,
Louisiana,Franklin,-1,,,
Louisiana,Grant,-1,,,
Louisiana,Iberia,1,2020-04-26,1.3,0.6
Louisiana,Iberville,1,2020-04-13,1.8,1.0
Louisiana,Jackson,-1,,,
Louisiana,Jefferson,1,2020-04-16,23.700000000000003,1.0
Louisiana,Jefferson Davis,-1,,,
Louisiana,Lafayette,1,2020-04-09,1.6,1.0
Louisiana,Lafourche,0,,,
Louisiana,LaSalle,-1,,,
Louisiana,Lincoln,-1,,,
Louisiana,Livingston,1,2020-04-15,1.1,1.0
Louisiana,Madison,-1,,,
Louisiana,Morehouse,-1,,,
Louisiana,Natchitoches,-1,,,
Louisiana,Orleans,1,2020-04-16,17.7,1.0
Louisiana,Ouachita,0,,,
Louisiana,Plaquemines,1,2020-04-23,1.3,0.9
Louisiana,Pointe Coupee,1,2020-04-22,1.4000000000000001,1.0
Louisiana,Rapides,1,2020-04-01,0.8,1.0
Louisiana,Red River,-1,,,
Louisiana,Richland,-1,,,
Louisiana,Sabine,-1,,,
Louisiana,St. Bernard,1,2020-04-04,1.6,1.0
Louisiana,St. Charles,1,2020-04-09,2.2,1.0
Louisiana,St. Helena,-1,,,
Louisiana,St. James,1,2020-04-15,1.1,1.0
Louisiana,St. John the Baptist,1,2020-04-07,3.5,1.0
Louisiana,St. Landry,1,2020-04-24,3.3000000000000003,0.8
Louisiana,St. Martin,1,2020-04-12,0.9,1.0
Louisiana,St. Mary,1,2020-04-18,2.3000000000000003,1.0
Louisiana,St. Tammany,1,2020-04-14,7.2,1.0
Louisiana,Tangipahoa,1,2020-04-16,2.0,1.0
Louisiana,Tensas,-1,,,
Louisiana,Terrebonne,1,2020-04-08,2.1,1.0
Louisiana,Union,-1,,,
Louisiana,Vermilion,-1,,,
Louisiana,Vernon,-1,,,
Louisiana,Washington,1,2020-04-10,1.5999999999999999,1.0
Louisiana,Webster,-1,,,
Louisiana,West Baton Rouge,1,2020-04-06,1.6,1.0
Louisiana,West Carroll,-1,,,
Louisiana,West Feliciana,-1,,,
Louisiana,Winn,-1,,,
Louisiana,Out of LA,-1,,,
Maine,Androscoggin,-1,,,
Maine,Aroostook,-1,,,
Maine,Cumberland,1,2020-04-24,2.2,0.8
Maine,Franklin,-1,,,
Maine,Hancock,-1,,,
Maine,Kennebec,-1,,,
Maine,Knox,-1,,,
Maine,Lincoln,-1,,,
Maine,Oxford,-1,,,
Maine,Penobscot,-1,,,
Maine,Piscataquis,-1,,,
Maine,Sagadahoc,-1,,,
Maine,Somerset,-1,,,
Maine,Waldo,1,2020-04-19,1.4000000000000001,1.0
Maine,Washington,-1,,,
Maine,York,-1,,,
Maine,Out of ME,-1,,,
Maryland,Allegany,-1,,,
Maryland,Anne Arundel,1,2020-04-30,4.9,0.2
Maryland,Baltimore,1,2020-04-29,10.4,0.3
Maryland,Calvert,1,2020-04-23,0.8,0.9
Maryland,Caroline,-1,,,
Maryland,Carroll,1,2020-04-08,3.2,1.0
Maryland,Cecil,-1,,,
Maryland,Charles,1,2020-04-23,4.0,0.9
Maryland,Dorchester,-1,,,
Maryland,Frederick,1,2020-04-18,3.7,1.0
Maryland,Garrett,-1,,,
Maryland,Harford,1,2020-04-20,1.8,1.0
Maryland,Howard,1,2020-04-14,1.0,1.0
Maryland,Kent,-1,,,
Maryland,Montgomery,1,2020-04-29,18.3,0.3
Maryland,Prince George's,1,2020-04-30,15.8,0.2
Maryland,Queen Anne's,-1,,,
Maryland,St. Mary's,-1,,,
Maryland,Somerset,-1,,,
Maryland,Talbot,-1,,,
Maryland,Washington,-1,,,
Maryland,Wicomico,0,,,
Maryland,Worcester,-1,,,
Maryland,Baltimore City,0,,,
Maryland,Out of MD,-1,,,
Massachusetts,Barnstable,1,2020-04-27,4.9,0.5
Massachusetts,Berkshire,1,2020-04-07,2.5,1.0
Massachusetts,Bristol,1,2020-04-28,12.5,0.4
Massachusetts,Dukes,-1,,,
Massachusetts,Essex,1,2020-04-27,31.900000000000002,0.5
Massachusetts,Franklin,1,2020-04-09,2.6,1.0
Massachusetts,Hampden,1,2020-04-27,25.700000000000003,0.5
Massachusetts,Hampshire,1,2020-04-27,4.2,0.5
Massachusetts,Middlesex,1,2020-04-27,78.60000000000001,0.5
Massachusetts,Nantucket,-1,,,
Massachusetts,Norfolk,1,2020-04-27,38.800000000000004,0.5
Massachusetts,Plymouth,1,2020-04-27,26.900000000000002,0.5
Massachusetts,Suffolk,1,2020-04-27,43.2,0.5
Massachusetts,Worcester,1,2020-04-28,22.400000000000002,0.4
Massachusetts,Dukes and Nantucket,-1,,,
Massachusetts,Out of MA,-1,,,
Michigan,Alcona,-1,,,
Michigan,Alger,-1,,,
Michigan,Allegan,-1,,,
Michigan,Alpena,-1,,,
Michigan,Antrim,-1,,,
Michigan,Arenac,-1,,,
Michigan,Baraga,-1,,,
Michigan,Barry,-1,,,
Michigan,Bay,-1,,,
Michigan,Benzie,-1,,,
Michigan,Berrien,1,2020-04-17,1.0,1.0
Michigan,Branch,-1,,,
Michigan,Calhoun,1,2020-04-25,1.5,0.7
Michigan,Cass,-1,,,
Michigan,Charlevoix,-1,,,
Michigan,Cheboygan,-1,,,
Michigan,Chippewa,-1,,,
Michigan,Clare,-1,,,
Michigan,Clinton,1,2020-04-16,0.7000000000000001,1.0
Michigan,Crawford,-1,,,
Michigan,Delta,-1,,,
Michigan,Dickinson,-1,,,
Michigan,Eaton,-1,,,
Michigan,Emmet,-1,,,
Michigan,Genesee,1,2020-04-10,7.7,1.0
Michigan,Gladwin,-1,,,
Michigan,Gogebic,-1,,,
Michigan,Grand Traverse,-1,,,
Michigan,Gratiot,-1,,,
Michigan,Hillsdale,1,2020-04-27,1.0,0.5
Michigan,Houghton,-1,,,
Michigan,Huron,-1,,,
Michigan,Ingham,1,2020-04-24,0.9,0.8
Michigan,Ionia,-1,,,
Michigan,Iosco,-1,,,
Michigan,Iron,-1,,,
Michigan,Isabella,-1,,,
Michigan,Jackson,0,,,
Michigan,Kalamazoo,0,,,
Michigan,Kalkaska,-1,,,
Michigan,Kent,1,2020-04-19,2.5,1.0
Michigan,Keweenaw,-1,,,
Michigan,Lake,-1,,,
Michigan,Lapeer,1,2020-04-18,2.1,1.0
Michigan,Leelanau,-1,,,
Michigan,Lenawee,-1,,,
Michigan,Livingston,1,2020-04-28,1.4000000000000001,0.4
Michigan,Luce,-1,,,
Michigan,Mackinac,-1,,,
Michigan,Macomb,1,2020-04-16,36.4,1.0
Michigan,Manistee,-1,,,
Michigan,Marquette,-1,,,
Michigan,Mason,-1,,,
Michigan,Mecosta,-1,,,
Michigan,Menominee,-1,,,
Michigan,Midland,-1,,,
Michigan,Missaukee,-1,,,
Michigan,Monroe,1,2020-04-13,1.4000000000000001,1.0
Michigan,Montcalm,-1,,,
Michigan,Montmorency,-1,,,
Michigan,Muskegon,1,2020-04-22,1.6,1.0
Michigan,Newaygo,-1,,,
Michigan,Oakland,1,2020-04-24,27.3,0.8
Michigan,Oceana,-1,,,
Michigan,Ogemaw,-1,,,
Michigan,Ontonagon,-1,,,
Michigan,Osceola,-1,,,
Michigan,Oscoda,-1,,,
Michigan,Otsego,-1,,,
Michigan,Ottawa,1,2020-04-20,1.0,1.0
Michigan,Presque Isle,-1,,,
Michigan,Roscommon,-1,,,
Michigan,Saginaw,1,2020-04-30,4.1000000000000005,0.2
Michigan,St. Clair,1,2020-04-22,2.0,1.0
Michigan,St. Joseph,-1,,,
Michigan,Sanilac,-1,,,
Michigan,Schoolcraft,-1,,,
Michigan,Shiawassee,0,,,
Michigan,Tuscola,1,2020-04-12,1.3,1.0
Michigan,Van Buren,-1,,,
Michigan,Washtenaw,1,2020-04-24,3.6,0.8
Michigan,Wayne,1,2020-04-24,83.80000000000001,0.8
Michigan,Wexford,-1,,,
Michigan,Out of MI,-1,,,
Michigan,Michigan Department of Corrections (MDOC),1,2020-04-23,2.8000000000000003,0.9
Michigan,Federal Correctional Institution (FCI),-1,,,
Minnesota,Aitkin,-1,,,
Minnesota,Anoka,0,,,
Minnesota,Becker,-1,,,
Minnesota,Beltrami,-1,,,
Minnesota,Benton,-1,,,
Minnesota,Big Stone,-1,,,
Minnesota,Blue Earth,-1,,,
Minnesota,Brown,-1,,,
Minnesota,Carlton,-1,,,
Minnesota,Carver,-1,,,
Minnesota,Cass,-1,,,
Minnesota,Chippewa,-1,,,
Minnesota,Chisago,-1,,,
Minnesota,Clay,1,2020-04-26,1.5,0.6
Minnesota,Clearwater,-1,,,
Minnesota,Cook,-1,,,
Minnesota,Cottonwood,-1,,,
Minnesota,Crow Wing,-1,,,
Minnesota,Dakota,1,2020-05-01,0.9,0.1
Minnesota,Dodge,-1,,,
Minnesota,Douglas,-1,,,
Minnesota,Faribault,-1,,,
Minnesota,Fillmore,-1,,,
Minnesota,Freeborn,-1,,,
Minnesota,Goodhue,-1,,,
Minnesota,Grant,-1,,,
Minnesota,Hennepin,1,2020-04-27,16.900000000000002,0.5
Minnesota,Houston,-1,,,
Minnesota,Hubbard,-1,,,
Minnesota,Isanti,-1,,,
Minnesota,Itasca,-1,,,
Minnesota,Jackson,-1,,,
Minnesota,Kanabec,-1,,,
Minnesota,Kandiyohi,-1,,,
Minnesota,Kittson,-1,,,
Minnesota,Koochiching,-1,,,
Minnesota,Lac qui Parle,-1,,,
Minnesota,Lake,-1,,,
Minnesota,Lake of the Woods,-1,,,
Minnesota,Le Sueur,-1,,,
Minnesota,Lincoln,-1,,,
Minnesota,Lyon,-1,,,
Minnesota,McLeod,-1,,,
Minnesota,Mahnomen,-1,,,
Minnesota,Marshall,-1,,,
Minnesota,Martin,-1,,,
Minnesota,Meeker,-1,,,
Minnesota,Mille Lacs,-1,,,
Minnesota,Morrison,-1,,,
Minnesota,Mower,-1,,,
Minnesota,Murray,-1,,,
Minnesota,Nicollet,-1,,,
Minnesota,Nobles,-1,,,
Minnesota,Norman,-1,,,
Minnesota,Olmsted,-1,,,
Minnesota,Otter Tail,-1,,,
Minnesota,Pennington,-1,,,
Minnesota,Pine,-1,,,
Minnesota,Pipestone,-1,,,
Minnesota,Polk,-1,,,
Minnesota,Pope,-1,,,
Minnesota,Ramsey,1,2020-04-25,2.5,0.7
Minnesota,Red Lake,-1,,,
Minnesota,Redwood,-1,,,
Minnesota,Renville,-1,,,
Minnesota,Rice,-1,,,
Minnesota,Rock,-1,,,
Minnesota,Roseau,-1,,,
Minnesota,St. Louis,1,2020-04-20,1.0,1.0
Minnesota,Scott,-1,,,
Minnesota,Sherburne,-1,,,
Minnesota,Sibley,-1,,,
Minnesota,Stearns,-1,,,
Minnesota,Steele,-1,,,
Minnesota,Stevens,-1,,,
Minnesota,Swift,-1,,,
Minnesota,Todd,-1,,,
Minnesota,Traverse,-1,,,
Minnesota,Wabasha,-1,,,
Minnesota,Wadena,-1,,,
Minnesota,Waseca,-1,,,
Minnesota,Washington,1,2020-04-24,0.8,0.8
Minnesota,Watonwan,-1,,,
Minnesota,Wilkin,-1,,,
Minnesota,Winona,1,2020-04-19,1.0,1.0
Minnesota,Wright,-1,,,
Minnesota,Yellow Medicine,-1,,,
Minnesota,Out of MN,-1,,,
Mississippi,Adams,-1,,,
Mississippi,Alcorn,-1,,,
Mississippi,Amite,-1,,,
Mississippi,Attala,-1,,,
Mississippi,Benton,-1,,,
Mississippi,Bolivar,-1,,,
Mississippi,Calhoun,-1,,,
Mississippi,Carroll,-1,,,
Mississippi,Chickasaw,-1,,,
Mississippi,Choctaw,-1,,,
Mississippi,Claiborne,-1,,,
Mississippi,Clarke,-1,,,
Mississippi,Clay,-1,,,
Mississippi,Coahoma,-1,,,
Mississippi,Copiah,-1,,,
Mississippi,Covington,-1,,,
Mississippi,DeSoto,-1,,,
Mississippi,Forrest,1,2020-04-30,1.2000000000000002,0.2
Mississippi,Franklin,-1,,,
Mississippi,George,-1,,,
Mississippi,Greene,-1,,,
Mississippi,Grenada,-1,,,
Mississippi,Hancock,-1,,,
Mississippi,Harrison,-1,,,
Mississippi,Hinds,-1,,,
Mississippi,Holmes,-1,,,
Mississippi,Humphreys,-1,,,
Mississippi,Issaquena,-1,,,
Mississippi,Itawamba,-1,,,
Mississippi,Jackson,-1,,,
Mississippi,Jasper,-1,,,
Mississippi,Jefferson,-1,,,
Mississippi,Jefferson Davis,-1,,,
Mississippi,Jones,-1,,,
Mississippi,Kemper,-1,,,
Mississippi,Lafayette,-1,,,
Mississippi,Lamar,-1,,,
Mississippi,Lauderdale,0,,,
Mississippi,Lawrence,-1,,,
Mississippi,Leake,-1,,,
Mississippi,Lee,-1,,,
Mississippi,Leflore,1,2020-04-22,1.7000000000000002,1.0
Mississippi,Lincoln,1,2020-04-12,0.7000000000000001,1.0
Mississippi,Lowndes,-1,,,
Mississippi,Madison,-1,,,
Mississippi,Marion,-1,,,
Mississippi,Marshall,-1,,,
Mississippi,Monroe,1,2020-05-01,1.6,0.1
Mississippi,Montgomery,-1,,,
Mississippi,Neshoba,-1,,,
Mississippi,Newton,-1,,,
Mississippi,Noxubee,-1,,,
Mississippi,Oktibbeha,-1,,,
Mississippi,Panola,-1,,,
Mississippi,Pearl River,1,2020-05-01,1.6,0.1
Mississippi,Perry,-1,,,
Mississippi,Pike,-1,,,
Mississippi,Pontotoc,-1,,,
Mississippi,Prentiss,-1,,,
Mississippi,Quitman,-1,,,
Mississippi,Rankin,-1,,,
Mississippi,Scott,-1,,,
Mississippi,Sharkey,-1,,,
Mississippi,Simpson,-1,,,
Mississippi,Smith,-1,,,
Mississippi,Stone,-1,,,
Mississippi,Sunflower,-1,,,
Mississippi,Tallahatchie,-1,,,
Mississippi,Tate,-1,,,
Mississippi,Tippah,1,2020-04-10,0.9,1.0
Mississippi,Tishomingo,-1,,,
Mississippi,Tunica,-1,,,
Mississippi,Union,-1,,,
Mississippi,Walthall,-1,,,
Mississippi,Warren,-1,,,
Mississippi,Washington,-1,,,
Mississippi,Wayne,-1,,,
Mississippi,Webster,-1,,,
Mississippi,Wilkinson,-1,,,
Mississippi,Winston,-1,,,
Mississippi,Yalobusha,-1,,,
Mississippi,Yazoo,-1,,,
Mississippi,Out of MS,-1,,,
Missouri,Adair,-1,,,
Missouri,Andrew,-1,,,
Missouri,Atchison,-1,,,
Missouri,Audrain,-1,,,
